"","text","emotion","polarity","result"
"8736","jetblue thanks for having us hang out at tampa airport forever today its really been an awesome experience","fear","positive","positive"
"8737","jetblues new ceo seeks the right balance to please passengers and wallalaska highway news","joy","positive","neutral"
"8738","jetblue honestly i’m glad you didn’t cancelled flight the flight just that i’ll be driving home atam now","joy","positive","negative"
"8739","jetblue bag just delivered and items have been stolenat first lookmy kate spade bag and bottle of spiced rumwtf","unknown","neutral","negative"
"8740","jetblue im disappointed my flight was cancelled flighted mostly because i was excited to listen to the song im blue while flying on jetblue","sadness","negative","negative"
"8741","jetblue leopoldsicno but my friend in the picturephillip heller jfk ifc did and he said it was delicious","joy","positive","positive"
"8742","jetblue flight delayed x and still not taking off on time amp greeting me at my seat yes its gum amp garbage","unknown","neutral","negative"
"8743","jetblue awesome thanks thanks for the quick response you guys rock","unknown","positive","positive"
"8744","jetblue sent","unknown","positive","neutral"
"8745","jetblue app just reminded me i will be flying to fll inweeks chillycvz thankgoodness mypompanobeach family friends sunshine","unknown","positive","positive"
"8746","jetblue sure email screenshot below link","unknown","positive","neutral"
"8747","jetblue i just wanted to say flight attendant fitz was the best tonight on flightbwibos great guy and made the flight fantastic","joy","positive","positive"
"8748","jetblue bag is supposedly here in boston","unknown","positive","negative"
"8749","jetblue received an invitation to participate in erewards is this legit from jetblue just double checking bc the site looked different","unknown","positive","neutral"
"8750","jetblue i dont know no one would tell me where they were coming fromi would guess so as thats where we had all the changes to flights","unknown","positive","negative"
"8751","jetblue i get sunday due to weather and ok monday theyre busy but this is crazy","sadness","negative","negative"
"8752","jetblue i have the emails that they are on their way","unknown","negative","neutral"
"8753","jetblue supervisor humiliated us and was uncompromising we were completely blindsided","unknown","negative","negative"
"8754","jetblue offered to pay for tix at the airport bc we were never told that our reservation didnt go through was told i could paypp","unknown","negative","negative"
"8755","jetblue right now completely pissed off","anger","positive","negative"
"8756","jetblue ive had no shampoo no winter coat no deodorant no flatiron and the rest if my stuff since sat","unknown","negative","negative"
"8757","jetblue my sil bought tix for us to nyc we were told at the gate that her cc was declined supervisor accused us of illegal activity","unknown","negative","negative"
"8758","jetblue dispatcher keeps yelling and hung up on me","unknown","positive","negative"
"8759","jetblue now when i call its still at the warehouse and might be going out tonight","unknown","neutral","negative"
"8760","jetblue they couldnt do it sun then it was supposed to be mon after pm then today fromtothen fromto","unknown","negative","negative"
"8761","jetblue flight from dca to bos has no heat ohno bundleup leastthebeverageswillbecold","unknown","negative","negative"
"8762","jetblue yep its for tomorrow","unknown","positive","neutral"
"8763","“jetblue analystdoc unfortunately thats not an available option with our current system sorry guys thats a certain fail fix it plz","sadness","negative","negative"
"8764","jetblue received horrible customer service at lax onreservation cancelled flighted without notification despite having confirmation number","anger","negative","negative"
"8765","jetblue flight was cancelled flighted do i need to file a claim for thecredit im entitled to per yr bill of rights or will it just be issued","surprise","neutral","negative"
"8766","jetblue why not just take her info in the beginning and if cut off call back we do that in my medical practice we are frequent flyers","unknown","neutral","negative"
"8767","jetblue is definitely my new favorite airline","unknown","positive","positive"
"8768","jetblue i will try that thanks if all else fails i will just do the old fashioned method tomorrow morning","unknown","positive","positive"
"8769","jetblue all up to date cant update via google play","unknown","positive","neutral"
"8770","jetblue are there issues with the mobile boarding passes my app keeps crashing when i try accessing thanks","unknown","negative","negative"
"8771","jetblue becomes first airline to accept apple payfuture travel experience","unknown","positive","neutral"
"8772","jetblue well your new baggage fees fare structures and reduced legroom has turned you into every other hated carrier in the us congrats","unknown","positive","negative"
"8773","jetblue thank you for your excellent customer serviceresolved issue quickly","unknown","positive","positive"
"8774","jetblue yes well they are operating outside of your terminal and targeting vulnerable passengers no better than thieves","unknown","positive","negative"
"8775","jetblue thats not an option for us so how can we help each other fix this i wouldve made the change earlier if given accurate info","unknown","positive","negative"
"8776","jetblue well now saying our flight is going to be cancelled flighted amp that by not changing earlier we missed our chance to get out tomorrow","sadness","negative","negative"
"8777","jetblue tell your employees that","unknown","positive","negative"
"8778","jetblue even citi responded quicker via twitter when they fail still on hold hoping no one books the flight jetblue fail","unknown","negative","negative"
"8779","jetblue ah yes put the bags on the floor instead of the overhead bin so no one trips safetyfirst sarcasm","unknown","negative","negative"
"8780","jetblue where exactly can i leave a note","unknown","positive","negative"
"8781","jetblue accepting apple paymobile enterprise","unknown","positive","neutral"
"8782","jetblue guys really bad jetblue failsomeone better call my wife back to get this handledwhile she waits on hold","sadness","negative","negative"
